mem_no,ord_no,ord_dt
512,11164,27/02/2024
512,11165,08/03/2024
512,11166,31/01/2024
512,11167,27/01/2024
512,11168,20/02/2024
224,11169,12/03/2024
224,11170,28/01/2024
452,11171,11/01/2024
683,11172,24/01/2024
310,11173,16/02/2024
310,11174,23/01/2024
310,11175,15/03/2024
310,11176,23/01/2024
933,11177,23/01/2024
418,11178,25/02/2024
418,11179,10/03/2024
418,11180,18/02/2024
418,11181,07/01/2024
418,11182,07/01/2024
418,11183,29/01/2024
418,11184,27/01/2024
253,11185,10/02/2024
253,11186,15/01/2024
253,11187,29/01/2024
212,11188,07/01/2024
33,11189,08/01/2024
33,11190,04/03/2024
33,11191,04/01/2024
33,11192,04/03/2024
33,11193,05/01/2024
479,11194,08/03/2024
479,11195,06/01/2024
479,11196,19/03/2024
657,11197,11/03/2024
657,11198,14/01/2024
685,11199,23/03/2024
685,11200,11/02/2024
685,11201,13/01/2024
685,11202,31/03/2024
170,11203,09/02/2024
170,11204,31/01/2024
170,11205,19/02/2024
170,11206,25/02/2024
170,11207,02/03/2024
170,11208,26/01/2024
170,11209,26/01/2024
170,11210,07/02/2024
909,11211,06/03/2024
909,11212,06/03/2024
909,11213,06/03/2024
909,11214,06/03/2024
909,11215,15/01/2024
390,11216,01/01/2024
528,11217,10/01/2024
797,11218,01/01/2024
797,11219,01/01/2024
833,11220,25/02/2024
833,11221,13/01/2024
833,11222,20/03/2024
406,11223,18/01/2024
406,11224,13/01/2024
406,11225,08/01/2024
122,11226,03/03/2024
122,11227,14/03/2024
122,11228,08/03/2024
122,11229,05/03/2024
122,11230,14/01/2024
122,11231,07/02/2024
122,11232,12/01/2024
122,11233,20/02/2024
122,11234,25/01/2024
122,11235,02/02/2024
122,11236,13/01/2024
122,11237,10/02/2024
122,11238,02/02/2024
122,11239,06/02/2024
122,11240,19/02/2024
793,11241,21/02/2024
793,11242,15/01/2024
793,11243,15/01/2024
793,11244,15/01/2024
882,11245,20/01/2024
882,11246,08/01/2024
882,11247,12/01/2024
882,11248,14/02/2024
631,11249,27/01/2024
468,11250,08/03/2024
468,11251,23/01/2024
148,11252,04/02/2024
148,11253,28/01/2024
826,11254,18/02/2024
826,11255,29/03/2024
826,11256,26/01/2024
271,11257,23/02/2024
271,11258,25/03/2024
271,11259,14/01/2024
271,11260,04/03/2024
271,11261,11/03/2024
271,11262,22/02/2024
271,11263,18/02/2024
50,11264,24/02/2024
50,11265,18/02/2024
50,11266,12/01/2024
649,11267,05/01/2024
621,11268,01/03/2024
621,11269,28/01/2024
621,11270,02/02/2024
621,11271,28/01/2024
621,11272,01/03/2024
65,11273,12/02/2024
65,11274,26/03/2024
65,11275,20/03/2024
65,11276,13/01/2024
65,11277,12/02/2024
99,11278,09/02/2024
99,11279,03/01/2024
99,11280,12/01/2024
746,11281,26/01/2024
746,11282,26/01/2024
746,11283,12/01/2024
746,11284,26/01/2024
30,11285,27/02/2024
30,11286,11/01/2024
37,11287,04/03/2024
37,11288,29/01/2024
37,11289,26/01/2024
215,11290,16/01/2024
215,11291,13/01/2024
537,11292,30/01/2024
744,11293,13/01/2024
571,11294,03/02/2024
571,11295,05/03/2024
571,11296,14/01/2024
698,11297,23/01/2024
52,11298,19/01/2024
52,11299,11/03/2024
52,11300,25/01/2024
52,11301,19/01/2024
983,11302,30/01/2024
983,11303,07/01/2024
983,11304,25/02/2024
983,11305,26/01/2024
983,11306,27/01/2024
983,11307,20/01/2024
983,11308,06/01/2024
983,11309,21/01/2024
983,11310,13/02/2024
983,11311,24/01/2024
983,11312,30/01/2024
983,11313,11/02/2024
983,11314,05/01/2024
983,11315,16/01/2024
983,11316,30/03/2024
983,11317,12/01/2024
983,11318,23/03/2024
983,11319,08/01/2024
983,11320,14/01/2024
983,11321,14/03/2024
557,11322,27/01/2024
555,11323,14/01/2024
282,11324,28/01/2024
282,11325,23/01/2024
282,11326,11/02/2024
282,11327,24/01/2024
282,11328,08/01/2024
282,11329,19/03/2024
211,11330,25/02/2024
211,11331,01/02/2024
211,11332,18/01/2024
211,11333,25/01/2024
921,11334,17/01/2024
921,11335,27/03/2024
921,11336,02/02/2024
921,11337,08/02/2024
921,11338,15/02/2024
921,11339,07/02/2024
921,11340,05/01/2024
921,11341,27/02/2024
921,11342,18/03/2024
921,11343,10/03/2024
921,11344,28/01/2024
921,11345,03/01/2024
921,11346,25/01/2024
921,11347,10/02/2024
921,11348,20/01/2024
921,11349,22/02/2024
921,11350,23/02/2024
921,11351,12/01/2024
414,11352,28/01/2024
414,11353,13/01/2024
414,11354,13/01/2024
414,11355,13/01/2024
414,11356,10/02/2024
316,11357,21/01/2024
410,11358,25/02/2024
410,11359,20/01/2024
604,11360,22/01/2024
604,11361,18/02/2024
604,11362,24/02/2024
604,11363,08/01/2024
604,11364,10/01/2024
364,11365,06/01/2024
364,11366,13/03/2024
113,11367,15/01/2024
113,11368,27/02/2024
113,11369,13/01/2024
113,11370,21/01/2024
231,11371,20/01/2024
666,11372,25/01/2024
666,11373,25/01/2024
666,11374,25/01/2024
734,11375,15/01/2024
815,11376,01/01/2024
245,11377,21/02/2024
245,11378,27/01/2024
245,11379,09/02/2024
245,11380,17/02/2024
245,11381,30/03/2024
245,11382,28/02/2024
532,11383,01/01/2024
472,11384,16/01/2024
533,11385,17/01/2024
533,11386,19/01/2024
483,11387,14/03/2024
483,11388,28/01/2024
483,11389,18/03/2024
483,11390,18/03/2024
483,11391,07/02/2024
446,11392,10/01/2024
937,11393,02/01/2024
937,11394,18/03/2024
429,11395,21/01/2024
429,11396,20/03/2024
40,11397,03/03/2024
40,11398,12/01/2024
40,11399,31/01/2024
40,11400,02/01/2024
40,11401,15/02/2024
766,11402,27/03/2024
766,11403,22/01/2024
766,11404,27/01/2024
766,11405,15/01/2024
766,11406,31/03/2024
766,11407,03/02/2024
766,11408,11/02/2024
766,11409,15/02/2024
766,11410,16/03/2024
766,11411,08/01/2024
766,11412,31/01/2024
766,11413,05/01/2024
766,11414,23/01/2024
766,11415,24/03/2024
766,11416,15/01/2024
584,11417,12/02/2024
584,11418,20/01/2024
584,11419,05/02/2024
584,11420,19/01/2024
584,11421,08/02/2024
584,11422,21/01/2024
584,11423,18/01/2024
584,11424,05/03/2024
584,11425,06/02/2024
584,11426,21/02/2024
584,11427,19/03/2024
584,11428,19/03/2024
584,11429,26/01/2024
584,11430,25/01/2024
584,11431,18/01/2024
584,11432,08/02/2024
584,11433,23/03/2024
584,11434,15/02/2024
584,11435,12/02/2024
584,11436,18/01/2024
584,11437,18/03/2024
584,11438,12/02/2024
584,11439,24/01/2024
584,11440,24/01/2024
177,11441,24/01/2024
349,11442,11/01/2024
612,11443,30/01/2024
674,11444,18/01/2024
674,11445,11/02/2024
991,11446,27/03/2024
991,11447,23/02/2024
991,11448,12/03/2024
991,11449,17/02/2024
991,11450,22/01/2024
991,11451,24/02/2024
991,11452,06/03/2024
991,11453,11/01/2024
991,11454,02/03/2024
991,11455,27/02/2024
991,11456,24/03/2024
991,11457,28/03/2024
991,11458,28/02/2024
760,11459,02/01/2024
66,11460,07/01/2024
463,11461,17/01/2024
463,11462,21/01/2024
312,11463,12/02/2024
312,11464,14/01/2024
312,11465,25/01/2024
312,11466,24/02/2024
629,11467,22/01/2024
592,11468,12/02/2024
592,11469,11/02/2024
592,11470,22/01/2024
592,11471,11/02/2024
592,11472,22/01/2024
592,11473,11/02/2024
592,11474,22/01/2024
592,11475,21/01/2024
586,11476,17/01/2024
586,11477,24/02/2024
586,11478,01/02/2024
586,11479,08/02/2024
586,11480,17/01/2024
586,11481,03/01/2024
568,11482,06/01/2024
568,11483,02/01/2024
992,11484,29/01/2024
992,11485,17/03/2024
992,11486,20/02/2024
992,11487,13/01/2024
443,11488,23/01/2024
523,11489,11/03/2024
523,11490,15/01/2024
832,11491,03/01/2024
832,11492,06/02/2024
832,11493,18/03/2024
832,11494,28/03/2024
832,11495,27/01/2024
832,11496,20/03/2024
204,11497,12/01/2024
809,11498,28/01/2024
225,11499,04/03/2024
225,11500,01/02/2024
225,11501,27/02/2024
225,11502,02/03/2024
225,11503,24/01/2024
225,11504,07/02/2024
225,11505,19/03/2024
225,11506,19/03/2024
225,11507,12/03/2024
225,11508,23/03/2024
225,11509,22/01/2024
290,11510,05/02/2024
290,11511,25/01/2024
290,11512,21/01/2024
290,11513,13/02/2024
290,11514,15/02/2024
290,11515,18/02/2024
290,11516,06/02/2024
290,11517,29/01/2024
290,11518,05/02/2024
290,11519,21/01/2024
290,11520,21/01/2024
939,11521,31/01/2024
939,11522,24/02/2024
939,11523,29/01/2024
939,11524,12/02/2024
939,11525,03/02/2024
939,11526,15/01/2024
939,11527,03/01/2024
939,11528,07/02/2024
939,11529,17/02/2024
939,11530,18/01/2024
436,11531,18/02/2024
436,11532,27/01/2024
436,11533,14/02/2024
295,11534,14/03/2024
295,11535,23/02/2024
295,11536,09/03/2024
295,11537,04/03/2024
295,11538,10/01/2024
816,11539,28/01/2024
816,11540,23/02/2024
816,11541,11/02/2024
540,11542,28/01/2024
728,11543,18/01/2024
932,11544,10/01/2024
133,11545,03/02/2024
133,11546,23/01/2024
133,11547,10/02/2024
304,11548,03/02/2024
304,11549,02/02/2024
304,11550,26/01/2024
304,11551,24/01/2024
272,11552,05/02/2024
272,11553,05/03/2024
272,11554,08/01/2024
272,11555,05/01/2024
272,11556,15/01/2024
272,11557,26/03/2024
272,11558,29/01/2024
272,11559,19/02/2024
187,11560,14/01/2024
187,11561,31/01/2024
187,11562,28/03/2024
361,11563,29/03/2024
361,11564,22/03/2024
361,11565,04/01/2024
161,11566,15/02/2024
161,11567,17/01/2024
161,11568,17/01/2024
161,11569,26/03/2024
161,11570,04/03/2024
161,11571,31/03/2024
161,11572,25/01/2024
161,11573,14/02/2024
161,11574,17/03/2024
161,11575,08/03/2024
161,11576,05/01/2024
161,11577,23/02/2024
161,11578,01/03/2024
161,11579,20/01/2024
161,11580,24/02/2024
161,11581,29/01/2024
161,11582,02/02/2024
161,11583,12/03/2024
161,11584,19/03/2024
161,11585,02/03/2024
161,11586,18/02/2024
161,11587,16/01/2024
161,11588,20/01/2024
161,11589,09/02/2024
161,11590,13/02/2024
161,11591,20/02/2024
161,11592,31/01/2024
161,11593,29/03/2024
161,11594,24/01/2024
161,11595,23/01/2024
161,11596,10/02/2024
161,11597,14/01/2024
161,11598,20/03/2024
161,11599,28/02/2024
161,11600,07/01/2024
161,11601,16/01/2024
161,11602,21/01/2024
161,11603,15/01/2024
505,11604,14/01/2024
505,11605,16/03/2024
505,11606,20/01/2024
505,11607,13/01/2024
786,11608,15/02/2024
786,11609,01/01/2024
786,11610,02/01/2024
893,11611,21/03/2024
893,11612,01/02/2024
893,11613,04/03/2024
893,11614,31/01/2024
893,11615,29/03/2024
762,11616,01/01/2024
762,11617,24/01/2024
762,11618,01/01/2024
665,11619,30/01/2024
141,11620,15/01/2024
141,11621,14/01/2024
644,11622,29/01/2024
771,11623,20/01/2024
967,11624,23/01/2024
967,11625,26/01/2024
539,11626,01/01/2024
837,11627,26/03/2024
837,11628,01/02/2024
837,11629,07/02/2024
837,11630,11/02/2024
837,11631,11/02/2024
837,11632,01/03/2024
837,11633,19/02/2024
837,11634,12/02/2024
837,11635,19/02/2024
837,11636,31/01/2024
837,11637,15/02/2024
837,11638,26/01/2024
837,11639,29/03/2024
837,11640,29/03/2024
837,11641,16/03/2024
837,11642,26/03/2024
837,11643,05/02/2024
837,11644,18/01/2024
837,11645,18/01/2024
837,11646,08/03/2024
837,11647,01/03/2024
837,11648,07/02/2024
837,11649,25/02/2024
837,11650,11/02/2024
837,11651,12/02/2024
837,11652,01/02/2024
837,11653,22/03/2024
837,11654,25/02/2024
837,11655,29/01/2024
837,11656,05/03/2024
837,11657,20/03/2024
837,11658,04/02/2024
837,11659,27/02/2024
837,11660,11/02/2024
837,11661,06/02/2024
837,11662,13/02/2024
837,11663,05/02/2024
837,11664,09/03/2024
837,11665,18/02/2024
837,11666,08/02/2024
837,11667,02/03/2024
837,11668,06/02/2024
837,11669,07/02/2024
837,11670,22/01/2024
837,11671,13/01/2024
837,11672,13/01/2024
837,11673,26/02/2024
837,11674,26/02/2024
837,11675,04/03/2024
837,11676,04/03/2024
837,11677,15/02/2024
837,11678,12/01/2024
837,11679,24/02/2024
837,11680,25/01/2024
837,11681,28/01/2024
837,11682,17/03/2024
837,11683,28/01/2024
837,11684,11/03/2024
837,11685,03/02/2024
837,11686,20/02/2024
837,11687,13/01/2024
837,11688,12/01/2024
837,11689,01/02/2024
837,11690,22/01/2024
837,11691,09/02/2024
837,11692,13/01/2024
837,11693,31/03/2024
837,11694,31/03/2024
837,11695,31/03/2024
837,11696,31/03/2024
837,11697,30/01/2024
837,11698,19/03/2024
837,11699,14/01/2024
837,11700,14/01/2024
837,11701,26/01/2024
837,11702,03/02/2024
837,11703,18/01/2024
837,11704,28/01/2024
837,11705,18/01/2024
837,11706,19/01/2024
837,11707,20/02/2024
837,11708,30/03/2024
837,11709,16/01/2024
837,11710,12/03/2024
837,11711,09/02/2024
837,11712,19/01/2024
837,11713,16/02/2024
837,11714,06/02/2024
837,11715,15/01/2024
837,11716,16/02/2024
837,11717,24/01/2024
658,11718,03/03/2024
658,11719,01/01/2024
68,11720,03/02/2024
68,11721,26/03/2024
68,11722,22/01/2024
68,11723,15/01/2024
68,11724,13/01/2024
68,11725,14/02/2024
68,11726,01/02/2024
68,11727,05/01/2024
68,11728,21/03/2024
68,11729,13/01/2024
68,11730,23/01/2024
68,11731,17/02/2024
68,11732,17/01/2024
68,11733,18/01/2024
68,11734,23/03/2024
68,11735,08/02/2024
138,11736,18/01/2024
138,11737,11/03/2024
138,11738,18/03/2024
7,11739,23/01/2024
7,11740,04/03/2024
7,11741,21/02/2024
7,11742,19/02/2024
7,11743,22/01/2024
7,11744,25/01/2024
7,11745,25/01/2024
7,11746,19/01/2024
600,11747,04/03/2024
600,11748,01/02/2024
600,11749,08/01/2024
600,11750,08/02/2024
45,11751,16/03/2024
45,11752,09/03/2024
45,11753,13/01/2024
45,11754,19/03/2024
45,11755,22/01/2024
346,11756,10/01/2024
175,11757,05/01/2024
920,11758,03/01/2024
920,11759,03/01/2024
424,11760,17/01/2024
424,11761,25/03/2024
424,11762,16/01/2024
98,11763,03/03/2024
98,11764,04/02/2024
98,11765,06/01/2024
98,11766,27/02/2024
98,11767,27/03/2024
98,11768,18/03/2024
98,11769,18/02/2024
98,11770,14/01/2024
98,11771,26/02/2024
619,11772,08/01/2024
150,11773,11/02/2024
150,11774,09/01/2024
447,11775,25/02/2024
447,11776,14/01/2024
653,11777,12/01/2024
653,11778,31/03/2024
857,11779,07/01/2024
857,11780,25/02/2024
857,11781,07/01/2024
777,11782,22/02/2024
777,11783,22/01/2024
777,11784,13/02/2024
777,11785,10/03/2024
777,11786,20/01/2024
777,11787,04/03/2024
777,11788,28/02/2024
777,11789,12/03/2024
248,11790,15/01/2024
248,11791,26/03/2024
591,11792,13/01/2024
964,11793,31/01/2024
964,11794,29/03/2024
964,11795,06/03/2024
964,11796,15/01/2024
964,11797,12/02/2024
964,11798,11/01/2024
964,11799,16/01/2024
241,11800,02/01/2024
416,11801,10/02/2024
416,11802,07/02/2024
416,11803,15/03/2024
416,11804,16/02/2024
416,11805,30/01/2024
416,11806,02/02/2024
416,11807,06/02/2024
416,11808,27/01/2024
416,11809,08/02/2024
416,11810,13/02/2024
156,11811,24/01/2024
868,11812,04/01/2024
868,11813,06/01/2024
747,11814,21/01/2024
747,11815,26/02/2024
747,11816,25/03/2024
747,11817,06/03/2024
747,11818,20/01/2024
747,11819,04/03/2024
747,11820,12/01/2024
747,11821,16/02/2024
747,11822,20/01/2024
747,11823,18/01/2024
747,11824,16/02/2024
902,11825,19/02/2024
902,11826,23/01/2024
902,11827,23/01/2024
902,11828,21/01/2024
828,11829,25/01/2024
828,11830,19/02/2024
828,11831,04/03/2024
828,11832,05/02/2024
828,11833,05/03/2024
828,11834,05/03/2024
828,11835,27/01/2024
828,11836,09/02/2024
828,11837,28/01/2024
828,11838,17/02/2024
828,11839,02/03/2024
828,11840,01/02/2024
828,11841,24/01/2024
79,11842,09/02/2024
79,11843,21/02/2024
79,11844,25/01/2024
79,11845,04/01/2024
79,11846,18/03/2024
79,11847,18/03/2024
79,11848,19/01/2024
79,11849,10/03/2024
79,11850,04/02/2024
79,11851,25/01/2024
79,11852,09/02/2024
79,11853,25/01/2024
79,11854,10/02/2024
79,11855,09/02/2024
79,11856,04/01/2024
79,11857,14/01/2024
79,11858,03/02/2024
79,11859,10/02/2024
79,11860,14/02/2024
79,11861,21/02/2024
136,11862,30/01/2024
136,11863,18/01/2024
136,11864,12/01/2024
944,11865,24/01/2024
944,11866,25/01/2024
944,11867,22/03/2024
944,11868,22/02/2024
944,11869,04/02/2024
944,11870,13/01/2024
944,11871,27/03/2024
944,11872,25/01/2024
944,11873,23/02/2024
944,11874,25/02/2024
944,11875,27/03/2024
944,11876,14/03/2024
944,11877,29/01/2024
393,11878,28/01/2024
393,11879,28/01/2024
140,11880,07/01/2024
163,11881,11/01/2024
163,11882,20/03/2024
163,11883,20/03/2024
163,11884,22/02/2024
163,11885,20/01/2024
163,11886,28/03/2024
163,11887,26/03/2024
790,11888,25/01/2024
790,11889,25/01/2024
790,11890,09/02/2024
790,11891,23/02/2024
790,11892,21/01/2024
336,11893,07/02/2024
336,11894,15/01/2024
942,11895,06/03/2024
942,11896,06/02/2024
942,11897,22/02/2024
942,11898,06/01/2024
669,11899,01/01/2024
669,11900,22/01/2024
669,11901,28/01/2024
669,11902,07/01/2024
669,11903,15/01/2024
881,11904,13/01/2024
278,11905,23/01/2024
278,11906,09/01/2024
755,11907,02/01/2024
755,11908,05/01/2024
755,11909,11/01/2024
755,11910,14/01/2024
328,11911,04/01/2024
328,11912,03/01/2024
438,11913,09/01/2024
438,11914,25/02/2024
438,11915,06/01/2024
438,11916,12/01/2024
259,11917,09/01/2024
259,11918,09/01/2024
718,11919,14/01/2024
718,11920,08/01/2024
718,11921,05/02/2024
718,11922,20/03/2024
718,11923,15/01/2024
656,11924,08/01/2024
656,11925,03/01/2024
656,11926,28/01/2024
656,11927,24/01/2024
46,11928,16/01/2024
495,11929,02/02/2024
495,11930,06/01/2024
987,11931,01/01/2024
987,11932,15/01/2024
342,11933,13/02/2024
342,11934,07/01/2024
725,11935,10/02/2024
725,11936,11/02/2024
725,11937,11/02/2024
725,11938,27/01/2024
725,11939,17/01/2024
725,11940,17/01/2024
725,11941,31/01/2024
725,11942,03/02/2024
725,11943,01/02/2024
725,11944,05/02/2024
725,11945,08/03/2024
725,11946,13/03/2024
725,11947,13/03/2024
725,11948,09/03/2024
725,11949,22/02/2024
725,11950,13/02/2024
725,11951,26/01/2024
725,11952,13/02/2024
725,11953,30/01/2024
725,11954,15/03/2024
725,11955,11/03/2024
725,11956,18/02/2024
725,11957,25/01/2024
725,11958,24/02/2024
725,11959,24/01/2024
725,11960,24/01/2024
725,11961,31/03/2024
725,11962,28/01/2024
725,11963,28/02/2024
725,11964,17/02/2024
725,11965,23/02/2024
725,11966,08/02/2024
725,11967,14/02/2024
725,11968,19/01/2024
94,11969,05/01/2024
222,11970,15/01/2024
208,11971,08/02/2024
208,11972,03/03/2024
208,11973,13/01/2024
208,11974,11/01/2024
208,11975,14/03/2024
208,11976,03/02/2024
208,11977,05/01/2024
208,11978,11/01/2024
208,11979,14/01/2024
208,11980,25/02/2024
208,11981,15/02/2024
208,11982,02/01/2024
208,11983,28/01/2024
247,11984,07/01/2024
585,11985,27/01/2024
585,11986,06/02/2024
585,11987,20/02/2024
106,11988,17/01/2024
106,11989,14/02/2024
106,11990,22/01/2024
106,11991,24/01/2024
207,11992,01/01/2024
207,11993,25/03/2024
552,11994,09/01/2024
552,11995,25/03/2024
552,11996,05/02/2024
552,11997,19/03/2024
552,11998,26/01/2024
451,11999,22/02/2024
451,12000,12/01/2024
451,12001,12/01/2024
451,12002,09/01/2024
875,12003,31/01/2024
875,12004,30/01/2024
875,12005,06/03/2024
931,12006,11/02/2024
931,12007,17/01/2024
931,12008,04/02/2024
931,12009,30/01/2024
931,12010,25/01/2024
931,12011,11/03/2024
931,12012,14/02/2024
151,12013,08/01/2024
270,12014,01/02/2024
270,12015,01/01/2024
270,12016,01/01/2024
270,12017,01/01/2024
270,12018,08/01/2024
270,12019,04/01/2024
270,12020,16/01/2024
270,12021,20/01/2024
270,12022,28/01/2024
270,12023,28/01/2024
270,12024,28/01/2024
270,12025,23/01/2024
697,12026,06/02/2024
697,12027,05/01/2024
697,12028,24/03/2024
403,12029,20/02/2024
403,12030,26/03/2024
403,12031,09/01/2024
403,12032,12/01/2024
403,12033,19/01/2024
550,12034,07/01/2024
550,12035,29/01/2024
550,12036,07/01/2024
285,12037,19/02/2024
285,12038,13/01/2024
870,12039,25/03/2024
870,12040,27/01/2024
870,12041,26/03/2024
870,12042,25/03/2024
870,12043,14/01/2024
870,12044,18/03/2024
836,12045,05/02/2024
836,12046,31/01/2024
836,12047,18/01/2024
836,12048,07/02/2024
836,12049,09/01/2024
836,12050,18/01/2024
11,12051,16/01/2024
979,12052,01/01/2024
